6251812952,0.02499,0.07959
6251974185,0.02499,0.03339
6251995937,0.06873,0.01193
6251995937,0.06873,0.01193
6221861800,0.0125,0.0159
6221861800,0.0125,0.0159
6249834537,0.05627,0.0202
6249834537,0.05627,0.0202
6252020264,0.0813,0.0874
6221861800,0.0125,0.0159
6221861800,0.0125,0.0159
6249834537,0.05627,0.0202
6249834537,0.05627,0.0202
6252020264,0.0813,0.0874
6251974185,0.02499,0.03339
6231386586,0.01874,0.01244
6231386586,0.01874,0.01244
4923128384,0.125,0.02057
5285926325,0.0625,0.006218
4392480606,0.0625,0.06335
4392480606,0.0625,0.06335
6251995937,0.06873,0.01193
6251995937,0.06873,0.01193
6252020264,0.0813,0.09009
6251995937,0.06873,0.01193
6251995937,0.06873,0.01193
6252020264,0.0813,0.08704
6251995937,0.06873,0.01193
6251995937,0.06873,0.01193
4392480606,0.0625,0.06335
4392480606,0.0625,0.06335
6251995937,0.06873,0.01193
6251995937,0.06873,0.01193
6124898063,0.0125,0.002331
6124898063,0.0125,0.002331
6124898063,0.0125,0.002331
6124898063,0.0125,0.002331
6238340468,0.0625,0.03961
6238340468,0.0625,0.03961
6218406404,0.04065,0.02069
6218406404,0.04065,0.02069
6252020264,0.0813,0.08789
6251974185,0.02499,0.03339
6251974185,0.02499,0.03339
5912313637,0.03125,0.006836
5912313637,0.03125,0.006836
6218406404,0.04065,0.02069
6218406404,0.04065,0.02069
6252020264,0.0813,0.08582
6221861800,0.0125,0.0159
6221861800,0.0125,0.0159
6218406404,0.04065,0.02069
6218406404,0.04065,0.02069
6218406404,0.04065,0.02069
6218406404,0.04065,0.02069
6252020264,0.0813,0.08862
6221861800,0.0125,0.0159
6221861800,0.0125,0.0159
6218406404,0.04065,0.02069
6218406404,0.04065,0.02069
6218406404,0.04065,0.02069
6218406404,0.04065,0.02069
6252020264,0.0813,0.09094
6249834537,0.05627,0.0202
6249834537,0.05627,0.0202
6252020264,0.0813,0.08606
6251995937,0.06873,0.01193
6251995937,0.06873,0.01193
6251995937,0.06873,0.01193
6251995937,0.06873,0.01193
6251995937,0.06873,0.01193
6251995937,0.06873,0.01193
6252020264,0.0813,0.1002
6221861800,0.0125,0.0159
6221861800,0.0125,0.0159
6221861800,0.0125,0.0159
6221861800,0.0125,0.0159
6252020264,0.0813,0.08801
6218406404,0.04065,0.02069
6218406404,0.04065,0.02069
6218406404,0.04065,0.02069
6218406404,0.04065,0.02069
6252020264,0.0813,0.08374
6218406404,0.04065,0.02069
6218406404,0.04065,0.02069
6218406404,0.04065,0.02069
6218406404,0.04065,0.02069
6218406404,0.04065,0.02069
6218406404,0.04065,0.02069
6252020264,0.0813,0.08606
6218406404,0.04065,0.02069
6218406404,0.04065,0.02069
6218406404,0.04065,0.02069
6218406404,0.04065,0.02069
6252020264,0.0813,0.09094
6238340468,0.0625,0.03961
6238340468,0.0625,0.03961
6218406404,0.04065,0.02069
6218406404,0.04065,0.02069
6252020264,0.0813,0.08521
6218406404,0.04065,0.02069
6218406404,0.04065,0.02069
6218406404,0.04065,0.02069
6218406404,0.04065,0.02069
6252020264,0.0813,0.08594
6218406404,0.04065,0.02069
6218406404,0.04065,0.02069
6218406404,0.04065,0.02069
6218406404,0.04065,0.02069
6252020264,0.0813,0.08496
6218406404,0.04065,0.02069
6218406404,0.04065,0.02069
6218406404,0.04065,0.02069
6218406404,0.04065,0.02069
6252020264,0.0813,0.08374
6251974185,0.02499,0.03339
6252007148,0.01874,0.007767
6221861800,0.0125,0.0159
